split,stem,label_path,image_path
train,gss1018_jpg.rf.8bac3889b58b4efa77a67b8673067fc1,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1018_jpg.rf.8bac3889b58b4efa77a67b8673067fc1.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1018_jpg.rf.8bac3889b58b4efa77a67b8673067fc1.jpg
train,gss1021_jpg.rf.76a2211581fc43895b3e0b9ebff1fccd,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1021_jpg.rf.76a2211581fc43895b3e0b9ebff1fccd.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1021_jpg.rf.76a2211581fc43895b3e0b9ebff1fccd.jpg
train,gss1022_jpg.rf.7780ebac31747c2aecaa231be56ca4ad,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1022_jpg.rf.7780ebac31747c2aecaa231be56ca4ad.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1022_jpg.rf.7780ebac31747c2aecaa231be56ca4ad.jpg
train,gss1023_jpg.rf.ff08949d7914f970f4081ccd6b0c3548,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1023_jpg.rf.ff08949d7914f970f4081ccd6b0c3548.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1023_jpg.rf.ff08949d7914f970f4081ccd6b0c3548.jpg
train,gss1025_jpg.rf.194a6b6c21df9a822d0513d8d3fbbd26,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1025_jpg.rf.194a6b6c21df9a822d0513d8d3fbbd26.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1025_jpg.rf.194a6b6c21df9a822d0513d8d3fbbd26.jpg
train,gss1026_jpg.rf.9f430e7da7c35a0018979746f1fc6f74,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1026_jpg.rf.9f430e7da7c35a0018979746f1fc6f74.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1026_jpg.rf.9f430e7da7c35a0018979746f1fc6f74.jpg
train,gss1029_jpg.rf.7460f24a8f2365f3018b82389b1d0fe0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1029_jpg.rf.7460f24a8f2365f3018b82389b1d0fe0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1029_jpg.rf.7460f24a8f2365f3018b82389b1d0fe0.jpg
train,gss1031_jpg.rf.8e55af7de5383078887f05fbde0df4a4,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1031_jpg.rf.8e55af7de5383078887f05fbde0df4a4.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1031_jpg.rf.8e55af7de5383078887f05fbde0df4a4.jpg
train,gss1033_jpg.rf.dcbdb058ae2d39b8903ded3b057ec280,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1033_jpg.rf.dcbdb058ae2d39b8903ded3b057ec280.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1033_jpg.rf.dcbdb058ae2d39b8903ded3b057ec280.jpg
train,gss1034_jpg.rf.85fd7efe4315619380478258d9d8d14d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1034_jpg.rf.85fd7efe4315619380478258d9d8d14d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1034_jpg.rf.85fd7efe4315619380478258d9d8d14d.jpg
train,gss1036_jpg.rf.f208784969284bb3100f6d4443ac097d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1036_jpg.rf.f208784969284bb3100f6d4443ac097d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1036_jpg.rf.f208784969284bb3100f6d4443ac097d.jpg
train,gss1037_jpg.rf.98207743ec196bfacd7e4440852905e6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1037_jpg.rf.98207743ec196bfacd7e4440852905e6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1037_jpg.rf.98207743ec196bfacd7e4440852905e6.jpg
train,gss103_jpg.rf.59a39f2a8882ae555a185048698d5b6c,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss103_jpg.rf.59a39f2a8882ae555a185048698d5b6c.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss103_jpg.rf.59a39f2a8882ae555a185048698d5b6c.jpg
train,gss1041_jpg.rf.9f0d1634939cc1fd88399af2fee64117,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1041_jpg.rf.9f0d1634939cc1fd88399af2fee64117.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1041_jpg.rf.9f0d1634939cc1fd88399af2fee64117.jpg
train,gss1042_jpg.rf.8a5cbf0aaa0d3b337ca8469cb9877211,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1042_jpg.rf.8a5cbf0aaa0d3b337ca8469cb9877211.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1042_jpg.rf.8a5cbf0aaa0d3b337ca8469cb9877211.jpg
train,gss1043_jpg.rf.803d33b6e56ae2da3c02cd2eb254d976,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1043_jpg.rf.803d33b6e56ae2da3c02cd2eb254d976.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1043_jpg.rf.803d33b6e56ae2da3c02cd2eb254d976.jpg
train,gss1045_jpg.rf.bd33ec77b31d9a6dbf4c88c3fbb83c31,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1045_jpg.rf.bd33ec77b31d9a6dbf4c88c3fbb83c31.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1045_jpg.rf.bd33ec77b31d9a6dbf4c88c3fbb83c31.jpg
train,gss1046_jpg.rf.ae2cb9f9a58c7df2442fb2d9f3412634,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1046_jpg.rf.ae2cb9f9a58c7df2442fb2d9f3412634.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1046_jpg.rf.ae2cb9f9a58c7df2442fb2d9f3412634.jpg
train,gss1048_jpg.rf.c870b50c1d85d9c3fac43180ccbce9ee,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1048_jpg.rf.c870b50c1d85d9c3fac43180ccbce9ee.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1048_jpg.rf.c870b50c1d85d9c3fac43180ccbce9ee.jpg
train,gss1049_jpg.rf.e3f0f1e5a40f6a32dae67970bb58e2d4,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1049_jpg.rf.e3f0f1e5a40f6a32dae67970bb58e2d4.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1049_jpg.rf.e3f0f1e5a40f6a32dae67970bb58e2d4.jpg
train,gss104_jpg.rf.8ca64b2f7e357f20f063ee2f2e71282e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss104_jpg.rf.8ca64b2f7e357f20f063ee2f2e71282e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss104_jpg.rf.8ca64b2f7e357f20f063ee2f2e71282e.jpg
train,gss1050_jpg.rf.bbbef84478c079a9664dabda1bd73222,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1050_jpg.rf.bbbef84478c079a9664dabda1bd73222.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1050_jpg.rf.bbbef84478c079a9664dabda1bd73222.jpg
train,gss1051_jpg.rf.7986614609fa4a89dbdb93d9c4661e50,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1051_jpg.rf.7986614609fa4a89dbdb93d9c4661e50.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1051_jpg.rf.7986614609fa4a89dbdb93d9c4661e50.jpg
train,gss1053_jpg.rf.a35651444d2a2b11da231c39c1a802b6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1053_jpg.rf.a35651444d2a2b11da231c39c1a802b6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1053_jpg.rf.a35651444d2a2b11da231c39c1a802b6.jpg
train,gss1054_jpg.rf.e9c8b754c1bbcb75040347b9a7a960ab,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1054_jpg.rf.e9c8b754c1bbcb75040347b9a7a960ab.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1054_jpg.rf.e9c8b754c1bbcb75040347b9a7a960ab.jpg
train,gss1055_jpg.rf.435cbe7d7b8ef64ea3e1b5d79fe95e55,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1055_jpg.rf.435cbe7d7b8ef64ea3e1b5d79fe95e55.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1055_jpg.rf.435cbe7d7b8ef64ea3e1b5d79fe95e55.jpg
train,gss1058_jpg.rf.2c784e0284ae5e2cc033751558ac3356,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1058_jpg.rf.2c784e0284ae5e2cc033751558ac3356.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1058_jpg.rf.2c784e0284ae5e2cc033751558ac3356.jpg
train,gss1060_jpg.rf.56dd5ca69534023b6e0b0b05772e63c8,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1060_jpg.rf.56dd5ca69534023b6e0b0b05772e63c8.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1060_jpg.rf.56dd5ca69534023b6e0b0b05772e63c8.jpg
train,gss1061_jpg.rf.37a63cb8bbef21e6c91857cfb5149eda,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1061_jpg.rf.37a63cb8bbef21e6c91857cfb5149eda.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1061_jpg.rf.37a63cb8bbef21e6c91857cfb5149eda.jpg
train,gss1063_jpg.rf.06189f44bc024dbb681016631563369e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1063_jpg.rf.06189f44bc024dbb681016631563369e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1063_jpg.rf.06189f44bc024dbb681016631563369e.jpg
train,gss1064_jpg.rf.026a558a5ed17006bf3ede011601c017,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1064_jpg.rf.026a558a5ed17006bf3ede011601c017.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1064_jpg.rf.026a558a5ed17006bf3ede011601c017.jpg
train,gss1065_jpg.rf.d90fad0291923a8cc7a3674c2692a071,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1065_jpg.rf.d90fad0291923a8cc7a3674c2692a071.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1065_jpg.rf.d90fad0291923a8cc7a3674c2692a071.jpg
train,gss1068_jpg.rf.c7f985a7923ca41c39a94b2fdb907216,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1068_jpg.rf.c7f985a7923ca41c39a94b2fdb907216.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1068_jpg.rf.c7f985a7923ca41c39a94b2fdb907216.jpg
train,gss1069_jpg.rf.e65bbcd7fedc33bcd2ea81ca576b4527,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1069_jpg.rf.e65bbcd7fedc33bcd2ea81ca576b4527.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1069_jpg.rf.e65bbcd7fedc33bcd2ea81ca576b4527.jpg
train,gss1070_jpg.rf.925688f1dd4c88c074c7eacbc49688a7,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1070_jpg.rf.925688f1dd4c88c074c7eacbc49688a7.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1070_jpg.rf.925688f1dd4c88c074c7eacbc49688a7.jpg
train,gss1071_jpg.rf.94f87767baa3420dcdd09c59d2a462da,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1071_jpg.rf.94f87767baa3420dcdd09c59d2a462da.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1071_jpg.rf.94f87767baa3420dcdd09c59d2a462da.jpg
train,gss1072_jpg.rf.ce911cb1b375b6f496cdd8d5e3cb1381,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1072_jpg.rf.ce911cb1b375b6f496cdd8d5e3cb1381.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1072_jpg.rf.ce911cb1b375b6f496cdd8d5e3cb1381.jpg
train,gss1073_jpg.rf.22eda1ca264633aa1796b98b6b42908e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1073_jpg.rf.22eda1ca264633aa1796b98b6b42908e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1073_jpg.rf.22eda1ca264633aa1796b98b6b42908e.jpg
train,gss1074_jpg.rf.ba181d6f2989689666f483558414cd85,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1074_jpg.rf.ba181d6f2989689666f483558414cd85.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1074_jpg.rf.ba181d6f2989689666f483558414cd85.jpg
train,gss1075_jpg.rf.787484dd11720844016240aa1cf49cde,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1075_jpg.rf.787484dd11720844016240aa1cf49cde.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1075_jpg.rf.787484dd11720844016240aa1cf49cde.jpg
train,gss1077_jpg.rf.9cf7ab2583d1575426089e425f954434,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1077_jpg.rf.9cf7ab2583d1575426089e425f954434.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1077_jpg.rf.9cf7ab2583d1575426089e425f954434.jpg
train,gss1078_jpg.rf.f98522328a8bb88c5e6434d096704b3e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1078_jpg.rf.f98522328a8bb88c5e6434d096704b3e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1078_jpg.rf.f98522328a8bb88c5e6434d096704b3e.jpg
train,gss1079_jpg.rf.ebdd29089e2e4d0a82609c1de2f85b2e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1079_jpg.rf.ebdd29089e2e4d0a82609c1de2f85b2e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1079_jpg.rf.ebdd29089e2e4d0a82609c1de2f85b2e.jpg
train,gss1080_jpg.rf.89214fcadab2a9ec4785ca62c12bf03f,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1080_jpg.rf.89214fcadab2a9ec4785ca62c12bf03f.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1080_jpg.rf.89214fcadab2a9ec4785ca62c12bf03f.jpg
train,gss1081_jpg.rf.c8f8ca107f28544d30c765ebb7aff54b,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1081_jpg.rf.c8f8ca107f28544d30c765ebb7aff54b.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1081_jpg.rf.c8f8ca107f28544d30c765ebb7aff54b.jpg
train,gss1082_jpg.rf.b33da1f7085c6072101f8682e792b0e9,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1082_jpg.rf.b33da1f7085c6072101f8682e792b0e9.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1082_jpg.rf.b33da1f7085c6072101f8682e792b0e9.jpg
train,gss1084_jpg.rf.6281defaa8df0b6dfc0a0e897ed62982,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1084_jpg.rf.6281defaa8df0b6dfc0a0e897ed62982.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1084_jpg.rf.6281defaa8df0b6dfc0a0e897ed62982.jpg
train,gss1085_jpg.rf.e61463a80cd83650f9195754fb29f1e1,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1085_jpg.rf.e61463a80cd83650f9195754fb29f1e1.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1085_jpg.rf.e61463a80cd83650f9195754fb29f1e1.jpg
train,gss1088_jpg.rf.864d07b6d4428e934b44c364090f8dae,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1088_jpg.rf.864d07b6d4428e934b44c364090f8dae.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1088_jpg.rf.864d07b6d4428e934b44c364090f8dae.jpg
train,gss1089_jpg.rf.7f05b1656ea798fa58dc9b6790347ad4,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1089_jpg.rf.7f05b1656ea798fa58dc9b6790347ad4.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1089_jpg.rf.7f05b1656ea798fa58dc9b6790347ad4.jpg
train,gss108_jpg.rf.342917ec2a982a78af3ceb66ff40237a,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss108_jpg.rf.342917ec2a982a78af3ceb66ff40237a.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss108_jpg.rf.342917ec2a982a78af3ceb66ff40237a.jpg
train,gss1091_jpg.rf.3d45c3a1a3d0302f1e1df2cc2e80bd9a,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1091_jpg.rf.3d45c3a1a3d0302f1e1df2cc2e80bd9a.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1091_jpg.rf.3d45c3a1a3d0302f1e1df2cc2e80bd9a.jpg
train,gss1092_jpg.rf.396054f5b22587bc9acca318abc4c45c,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1092_jpg.rf.396054f5b22587bc9acca318abc4c45c.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1092_jpg.rf.396054f5b22587bc9acca318abc4c45c.jpg
train,gss1093_jpg.rf.fc4c2ea4b7f1317c45f85ff57d39dd23,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1093_jpg.rf.fc4c2ea4b7f1317c45f85ff57d39dd23.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1093_jpg.rf.fc4c2ea4b7f1317c45f85ff57d39dd23.jpg
train,gss1095_jpg.rf.c4d85db1d98f5047524615c58a4cccc3,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1095_jpg.rf.c4d85db1d98f5047524615c58a4cccc3.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1095_jpg.rf.c4d85db1d98f5047524615c58a4cccc3.jpg
train,gss1096_jpg.rf.b8c8ec63287379360230f2deb74dea2e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1096_jpg.rf.b8c8ec63287379360230f2deb74dea2e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1096_jpg.rf.b8c8ec63287379360230f2deb74dea2e.jpg
train,gss1098_jpg.rf.a6c0399b94477e9e70cec4d768ce5279,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1098_jpg.rf.a6c0399b94477e9e70cec4d768ce5279.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1098_jpg.rf.a6c0399b94477e9e70cec4d768ce5279.jpg
train,gss1099_jpg.rf.8e1ff3f15caa9b0f20c5eff35f000062,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1099_jpg.rf.8e1ff3f15caa9b0f20c5eff35f000062.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1099_jpg.rf.8e1ff3f15caa9b0f20c5eff35f000062.jpg
train,gss109_jpg.rf.bf0cad89e7ea65c9b9edda5b86f2fb3c,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss109_jpg.rf.bf0cad89e7ea65c9b9edda5b86f2fb3c.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss109_jpg.rf.bf0cad89e7ea65c9b9edda5b86f2fb3c.jpg
train,gss10_jpg.rf.a781658f37a50cf9d9915f852b03bca6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss10_jpg.rf.a781658f37a50cf9d9915f852b03bca6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss10_jpg.rf.a781658f37a50cf9d9915f852b03bca6.jpg
train,gss1100_jpg.rf.c6f1b8422288088f208791f2957a62e3,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1100_jpg.rf.c6f1b8422288088f208791f2957a62e3.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1100_jpg.rf.c6f1b8422288088f208791f2957a62e3.jpg
train,gss1101_jpg.rf.739daa4b1b53f60049a8ff6997ec7998,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1101_jpg.rf.739daa4b1b53f60049a8ff6997ec7998.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1101_jpg.rf.739daa4b1b53f60049a8ff6997ec7998.jpg
train,gss1102_jpg.rf.397d30a578677396ab716310dcf252e7,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1102_jpg.rf.397d30a578677396ab716310dcf252e7.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1102_jpg.rf.397d30a578677396ab716310dcf252e7.jpg
train,gss1103_jpg.rf.5f6571126a091e06df9d889defef6452,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1103_jpg.rf.5f6571126a091e06df9d889defef6452.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1103_jpg.rf.5f6571126a091e06df9d889defef6452.jpg
train,gss1104_jpg.rf.41b4a1c798ff25047471f514a2137ef8,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1104_jpg.rf.41b4a1c798ff25047471f514a2137ef8.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1104_jpg.rf.41b4a1c798ff25047471f514a2137ef8.jpg
train,gss1105_jpg.rf.9b38289a6e2c89288ae9ad0c27a8bd6d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1105_jpg.rf.9b38289a6e2c89288ae9ad0c27a8bd6d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1105_jpg.rf.9b38289a6e2c89288ae9ad0c27a8bd6d.jpg
train,gss1106_jpg.rf.308042e1ebc71c1c98734354bfa4d3f6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1106_jpg.rf.308042e1ebc71c1c98734354bfa4d3f6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1106_jpg.rf.308042e1ebc71c1c98734354bfa4d3f6.jpg
train,gss1107_jpg.rf.d8e6ea421c55a4735064ee9b195b80ec,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1107_jpg.rf.d8e6ea421c55a4735064ee9b195b80ec.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1107_jpg.rf.d8e6ea421c55a4735064ee9b195b80ec.jpg
train,gss1109_jpg.rf.4a5c9e1ce59c71758c9d7562b6e78246,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1109_jpg.rf.4a5c9e1ce59c71758c9d7562b6e78246.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1109_jpg.rf.4a5c9e1ce59c71758c9d7562b6e78246.jpg
train,gss110_jpg.rf.1654a5b5ffde37b594424dc1cce858fc,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss110_jpg.rf.1654a5b5ffde37b594424dc1cce858fc.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss110_jpg.rf.1654a5b5ffde37b594424dc1cce858fc.jpg
train,gss1110_jpg.rf.036d5de4d4a8d422457d1ade4ffaca8e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1110_jpg.rf.036d5de4d4a8d422457d1ade4ffaca8e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1110_jpg.rf.036d5de4d4a8d422457d1ade4ffaca8e.jpg
train,gss1114_jpg.rf.180dcd7b70cc67489af21cf87981dcd2,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1114_jpg.rf.180dcd7b70cc67489af21cf87981dcd2.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1114_jpg.rf.180dcd7b70cc67489af21cf87981dcd2.jpg
train,gss1115_jpg.rf.0226ff916475439b7a93a5c84775c086,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1115_jpg.rf.0226ff916475439b7a93a5c84775c086.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1115_jpg.rf.0226ff916475439b7a93a5c84775c086.jpg
train,gss1116_jpg.rf.109a0152438742a00ff5110eee09aeb0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1116_jpg.rf.109a0152438742a00ff5110eee09aeb0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1116_jpg.rf.109a0152438742a00ff5110eee09aeb0.jpg
train,gss1118_jpg.rf.62be23da7f6d9ecc7b21a31d6b247472,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1118_jpg.rf.62be23da7f6d9ecc7b21a31d6b247472.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1118_jpg.rf.62be23da7f6d9ecc7b21a31d6b247472.jpg
train,gss1119_jpg.rf.95da97fe3452a328928907306fbf4786,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1119_jpg.rf.95da97fe3452a328928907306fbf4786.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1119_jpg.rf.95da97fe3452a328928907306fbf4786.jpg
train,gss1121_jpg.rf.caee2cc7758458361a0f4ebcad31dd5a,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1121_jpg.rf.caee2cc7758458361a0f4ebcad31dd5a.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1121_jpg.rf.caee2cc7758458361a0f4ebcad31dd5a.jpg
train,gss1122_jpg.rf.d404de0ae932acdbad39f18fa7ff652b,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1122_jpg.rf.d404de0ae932acdbad39f18fa7ff652b.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1122_jpg.rf.d404de0ae932acdbad39f18fa7ff652b.jpg
train,gss1124_jpg.rf.e2af0a134e434cfd791920fc379a74bc,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1124_jpg.rf.e2af0a134e434cfd791920fc379a74bc.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1124_jpg.rf.e2af0a134e434cfd791920fc379a74bc.jpg
train,gss1125_jpg.rf.d206d3e84b1fdc51fa2ccad313285866,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1125_jpg.rf.d206d3e84b1fdc51fa2ccad313285866.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1125_jpg.rf.d206d3e84b1fdc51fa2ccad313285866.jpg
train,gss1126_jpg.rf.f439c040fcad45cc7bb07fb2d4d39300,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\train\gss1126_jpg.rf.f439c040fcad45cc7bb07fb2d4d39300.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\train\gss1126_jpg.rf.f439c040fcad45cc7bb07fb2d4d39300.jpg
